Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Fertilizer
25,15,5,6.5,700,30,SSP
30,15,5,6.5,700,30,SSP
20,20,10,7,800,35,SSP
25,20,10,7,800,35,SSP
30,20,10,7,800,35,SSP
40,25,10,6,600,20,18:46:00 NPK
45,25,10,6,600,20,18:46:00 NPK
50,25,10,6,600,20,18:46:00 NPK
40,30,15,6.5,700,25,18:46:00 NPK
45,30,15,6.5,700,25,18:46:00 NPK
50,30,15,6.5,700,25,18:46:00 NPK
40,25,15,6,600,20,Sulphur
45,25,15,6,600,20,Sulphur
50,25,15,6,600,20,Sulphur
40,30,10,6.5,700,25,Sulphur
45,30,10,6.5,700,25,Sulphur
50,30,10,6.5,700,25,Sulphur
40,20,20,6,600,20,Urea
45,20,20,6,600,20,Urea
50,20,20,6,600,20,Urea
40,25,25,6.5,700,25,Urea
45,25,25,6.5,700,25,Urea
50,25,25,6.5,700,25,Urea
40,20,25,6,600,20,DAP
45,20,25,6,600,20,DAP
50,20,25,6,600,20,DAP
40,25,20,6.5,700,25,DAP
45,25,20,6.5,700,25,DAP
50,25,20,6.5,700,25,DAP
100,60,60,7.5,500,10,Magnesium Sulphate
105,60,60,7.5,500,10,Magnesium Sulphate
110,60,60,7.5,500,10,Magnesium Sulphate
115,60,60,7.5,500,10,Magnesium Sulphate
120,60,60,7.5,500,10,Magnesium Sulphate
100,65,65,8,600,15,Magnesium Sulphate
105,65,65,8,600,15,Magnesium Sulphate
110,65,65,8,600,15,Magnesium Sulphate
115,65,65,8,600,15,Magnesium Sulphate
120,65,65,8,600,15,Magnesium Sulphate
100,70,70,8.5,500,20,Magnesium Sulphate
105,70,70,8.5,500,20,Magnesium Sulphate
110,70,70,8.5,500,20,Magnesium Sulphate
115,70,70,8.5,500,20,Magnesium Sulphate
120,70,70,8.5,500,20,Magnesium Sulphate
100,75,75,7.5,600,25,Magnesium Sulphate
105,75,75,7.5,600,25,Magnesium Sulphate
110,75,75,7.5,600,25,Magnesium Sulphate
115,75,75,7.5,600,25,Magnesium Sulphate
120,75,75,7.5,600,25,Magnesium Sulphate
100,80,80,8,500,30,Magnesium Sulphate
105,80,80,8,500,30,Magnesium Sulphate
110,80,80,8,500,30,Magnesium Sulphate
115,80,80,8,500,30,Magnesium Sulphate
120,80,80,8,500,30,Magnesium Sulphate
100,60,65,8.5,600,10,DAP
105,60,65,8.5,600,10,DAP
110,60,65,8.5,600,10,DAP
115,60,65,8.5,600,10,DAP
120,60,65,8.5,600,10,DAP
100,65,70,7.5,500,15,DAP
105,65,70,7.5,500,15,DAP
110,65,70,7.5,500,15,DAP
115,65,70,7.5,500,15,DAP
120,65,70,7.5,500,15,DAP
100,70,75,8,600,20,DAP
105,70,75,8,600,20,DAP
110,70,75,8,600,20,DAP
115,70,75,8,600,20,DAP
120,70,75,8,600,20,DAP
100,75,80,8.5,500,25,DAP
105,75,80,8.5,500,25,DAP
110,75,80,8.5,500,25,DAP
115,75,80,8.5,500,25,DAP
120,75,80,8.5,500,25,DAP
100,80,60,7.5,600,30,DAP
105,80,60,7.5,600,30,DAP
110,80,60,7.5,600,30,DAP
115,80,60,7.5,600,30,DAP
120,80,60,7.5,600,30,DAP
100,60,70,8,500,10,12:32:16 NPK
105,60,70,8,500,10,12:32:16 NPK
110,60,70,8,500,10,12:32:16 NPK
115,60,70,8,500,10,12:32:16 NPK
120,60,70,8,500,10,12:32:16 NPK
100,65,75,8.5,600,15,12:32:16 NPK
105,65,75,8.5,600,15,12:32:16 NPK
110,65,75,8.5,600,15,12:32:16 NPK
115,65,75,8.5,600,15,12:32:16 NPK
120,65,75,8.5,600,15,12:32:16 NPK
100,70,80,7.5,500,20,12:32:16 NPK
105,70,80,7.5,500,20,12:32:16 NPK
110,70,80,7.5,500,20,12:32:16 NPK
115,70,80,7.5,500,20,12:32:16 NPK
120,70,80,7.5,500,20,12:32:16 NPK
100,75,60,8,600,25,12:32:16 NPK
105,75,60,8,600,25,12:32:16 NPK
110,75,60,8,600,25,12:32:16 NPK
115,75,60,8,600,25,12:32:16 NPK
120,75,60,8,600,25,12:32:16 NPK
100,80,65,8.5,500,30,12:32:16 NPK
105,80,65,8.5,500,30,12:32:16 NPK
110,80,65,8.5,500,30,12:32:16 NPK
115,80,65,8.5,500,30,12:32:16 NPK
120,80,65,8.5,500,30,12:32:16 NPK
100,60,75,7.5,600,10,Magnesium Sulphate
105,60,75,7.5,600,10,Magnesium Sulphate
110,60,75,7.5,600,10,Magnesium Sulphate
115,60,75,7.5,600,10,Magnesium Sulphate
120,60,75,7.5,600,10,Magnesium Sulphate
100,65,80,8,500,15,Magnesium Sulphate
105,65,80,8,500,15,Magnesium Sulphate
110,65,80,8,500,15,Magnesium Sulphate
115,65,80,8,500,15,Magnesium Sulphate
120,65,80,8,500,15,Magnesium Sulphate
100,70,60,8.5,600,20,Magnesium Sulphate
105,70,60,8.5,600,20,Magnesium Sulphate
110,70,60,8.5,600,20,Magnesium Sulphate
115,70,60,8.5,600,20,Magnesium Sulphate
120,70,60,8.5,600,20,Magnesium Sulphate
100,75,65,7.5,500,25,Magnesium Sulphate
105,75,65,7.5,500,25,Magnesium Sulphate
110,75,65,7.5,500,25,Magnesium Sulphate
115,75,65,7.5,500,25,Magnesium Sulphate
120,75,65,7.5,500,25,Magnesium Sulphate
100,80,70,8,600,30,Magnesium Sulphate
105,80,70,8,600,30,Magnesium Sulphate
110,80,70,8,600,30,Magnesium Sulphate
115,80,70,8,600,30,Magnesium Sulphate
120,80,70,8,600,30,Magnesium Sulphate
100,60,80,8.5,500,10,DAP
105,60,80,8.5,500,10,DAP
110,60,80,8.5,500,10,DAP
115,60,80,8.5,500,10,DAP
120,60,80,8.5,500,10,DAP
100,65,60,7.5,600,15,DAP
105,65,60,7.5,600,15,DAP
110,65,60,7.5,600,15,DAP
115,65,60,7.5,600,15,DAP
120,65,60,7.5,600,15,DAP
100,70,65,8,500,20,DAP
105,70,65,8,500,20,DAP
110,70,65,8,500,20,DAP
115,70,65,8,500,20,DAP
120,70,65,8,500,20,DAP
100,75,70,8.5,600,25,DAP
105,75,70,8.5,600,25,DAP
110,75,70,8.5,600,25,DAP
115,75,70,8.5,600,25,DAP
120,75,70,8.5,600,25,DAP
100,80,75,7.5,500,30,DAP
105,80,75,7.5,500,30,DAP
110,80,75,7.5,500,30,DAP
115,80,75,7.5,500,30,DAP
120,80,75,7.5,500,30,DAP
50,30,20,6.5,600,20,10:26:26 NPK
55,30,20,6.5,600,20,10:26:26 NPK
60,30,20,6.5,600,20,10:26:26 NPK
50,35,25,7,700,25,10:26:26 NPK
55,35,25,7,700,25,10:26:26 NPK
60,35,25,7,700,25,10:26:26 NPK
50,40,30,7.5,600,30,10:26:26 NPK
55,40,30,7.5,600,30,10:26:26 NPK
60,40,30,7.5,600,30,10:26:26 NPK
50,30,25,6.5,700,20,Urea
55,30,25,6.5,700,20,Urea
60,30,25,6.5,700,20,Urea
50,35,30,7,600,25,Urea
55,35,30,7,600,25,Urea
60,35,30,7,600,25,Urea
50,40,20,7.5,700,30,Urea
55,40,20,7.5,700,30,Urea
60,40,20,7.5,700,30,Urea
50,30,30,6.5,600,20,SSP
55,30,30,6.5,600,20,SSP
60,30,30,6.5,600,20,SSP
50,35,20,7,700,25,SSP
55,35,20,7,700,25,SSP
60,35,20,7,700,25,SSP
50,40,25,7.5,600,30,SSP
55,40,25,7.5,600,30,SSP
60,40,25,7.5,600,30,SSP
60,40,40,6,500,15,19:19:19 NPK
65,40,40,6,500,15,19:19:19 NPK
70,40,40,6,500,15,19:19:19 NPK
75,40,40,6,500,15,19:19:19 NPK
80,40,40,6,500,15,19:19:19 NPK
60,45,45,6.5,600,20,19:19:19 NPK
65,45,45,6.5,600,20,19:19:19 NPK
70,45,45,6.5,600,20,19:19:19 NPK
75,45,45,6.5,600,20,19:19:19 NPK
80,45,45,6.5,600,20,19:19:19 NPK
60,50,50,7,500,25,19:19:19 NPK
65,50,50,7,500,25,19:19:19 NPK
70,50,50,7,500,25,19:19:19 NPK
75,50,50,7,500,25,19:19:19 NPK
80,50,50,7,500,25,19:19:19 NPK
60,55,55,7.5,600,30,19:19:19 NPK
65,55,55,7.5,600,30,19:19:19 NPK
70,55,55,7.5,600,30,19:19:19 NPK
75,55,55,7.5,600,30,19:19:19 NPK
80,55,55,7.5,600,30,19:19:19 NPK
60,60,60,6,500,15,19:19:19 NPK
65,60,60,6,500,15,19:19:19 NPK
70,60,60,6,500,15,19:19:19 NPK
75,60,60,6,500,15,19:19:19 NPK
80,60,60,6,500,15,19:19:19 NPK
60,40,45,6.5,600,20,Urea
65,40,45,6.5,600,20,Urea
70,40,45,6.5,600,20,Urea
75,40,45,6.5,600,20,Urea
80,40,45,6.5,600,20,Urea
60,45,50,7,500,25,Urea
65,45,50,7,500,25,Urea
70,45,50,7,500,25,Urea
75,45,50,7,500,25,Urea
80,45,50,7,500,25,Urea
60,50,55,7.5,600,30,Urea
65,50,55,7.5,600,30,Urea
70,50,55,7.5,600,30,Urea
75,50,55,7.5,600,30,Urea
80,50,55,7.5,600,30,Urea
60,55,60,6,500,15,Urea
65,55,60,6,500,15,Urea
70,55,60,6,500,15,Urea
75,55,60,6,500,15,Urea
80,55,60,6,500,15,Urea
60,60,40,6.5,600,20,Urea
65,60,40,6.5,600,20,Urea
70,60,40,6.5,600,20,Urea
75,60,40,6.5,600,20,Urea
80,60,40,6.5,600,20,Urea
60,40,50,7,500,25,19:19:19 NPK
65,40,50,7,500,25,19:19:19 NPK
70,40,50,7,500,25,19:19:19 NPK
75,40,50,7,500,25,19:19:19 NPK
80,40,50,7,500,25,19:19:19 NPK
60,45,55,7.5,600,30,19:19:19 NPK
65,45,55,7.5,600,30,19:19:19 NPK
70,45,55,7.5,600,30,19:19:19 NPK
75,45,55,7.5,600,30,19:19:19 NPK
80,45,55,7.5,600,30,19:19:19 NPK
60,50,60,6,500,15,19:19:19 NPK
65,50,60,6,500,15,19:19:19 NPK
70,50,60,6,500,15,19:19:19 NPK
75,50,60,6,500,15,19:19:19 NPK
80,50,60,6,500,15,19:19:19 NPK
60,55,40,6.5,600,20,19:19:19 NPK
65,55,40,6.5,600,20,19:19:19 NPK
70,55,40,6.5,600,20,19:19:19 NPK
75,55,40,6.5,600,20,19:19:19 NPK
80,55,40,6.5,600,20,19:19:19 NPK
60,60,45,7,500,25,19:19:19 NPK
65,60,45,7,500,25,19:19:19 NPK
70,60,45,7,500,25,19:19:19 NPK
75,60,45,7,500,25,19:19:19 NPK
80,60,45,7,500,25,19:19:19 NPK
60,40,55,7.5,600,30,Urea
65,40,55,7.5,600,30,Urea
70,40,55,7.5,600,30,Urea
75,40,55,7.5,600,30,Urea
80,40,55,7.5,600,30,Urea
60,45,60,6,500,15,Urea
65,45,60,6,500,15,Urea
70,45,60,6,500,15,Urea
75,45,60,6,500,15,Urea
80,45,60,6,500,15,Urea
60,50,40,6.5,600,20,Urea
65,50,40,6.5,600,20,Urea
70,50,40,6.5,600,20,Urea
75,50,40,6.5,600,20,Urea
80,50,40,6.5,600,20,Urea
60,55,45,7,500,25,Urea
65,55,45,7,500,25,Urea
70,55,45,7,500,25,Urea
75,55,45,7,500,25,Urea
80,55,45,7,500,25,Urea
60,60,50,7.5,600,30,Urea
65,60,50,7.5,600,30,Urea
70,60,50,7.5,600,30,Urea
75,60,50,7.5,600,30,Urea
80,60,50,7.5,600,30,Urea
60,40,60,6,500,15,19:19:19 NPK
65,40,60,6,500,15,19:19:19 NPK
70,40,60,6,500,15,19:19:19 NPK
75,40,60,6,500,15,19:19:19 NPK
80,40,60,6,500,15,19:19:19 NPK
60,45,40,6.5,600,20,19:19:19 NPK
65,45,40,6.5,600,20,19:19:19 NPK
70,45,40,6.5,600,20,19:19:19 NPK
75,45,40,6.5,600,20,19:19:19 NPK
80,45,40,6.5,600,20,19:19:19 NPK
60,50,45,7,500,25,19:19:19 NPK
65,50,45,7,500,25,19:19:19 NPK
70,50,45,7,500,25,19:19:19 NPK
75,50,45,7,500,25,19:19:19 NPK
80,50,45,7,500,25,19:19:19 NPK
60,55,50,7.5,600,30,19:19:19 NPK
65,55,50,7.5,600,30,19:19:19 NPK
70,55,50,7.5,600,30,19:19:19 NPK
75,55,50,7.5,600,30,19:19:19 NPK
80,55,50,7.5,600,30,19:19:19 NPK
60,60,55,6,500,15,19:19:19 NPK
65,60,55,6,500,15,19:19:19 NPK
70,60,55,6,500,15,19:19:19 NPK
75,60,55,6,500,15,19:19:19 NPK
80,60,55,6,500,15,19:19:19 NPK
120,60,60,6.5,1000,20,Urea
125,60,60,6.5,1000,20,Urea
130,60,60,6.5,1000,20,Urea
135,60,60,6.5,1000,20,Urea
140,60,60,6.5,1000,20,Urea
145,60,60,6.5,1000,20,Urea
150,60,60,6.5,1000,20,Urea
120,65,65,7,1100,25,Urea
125,65,65,7,1100,25,Urea
130,65,65,7,1100,25,Urea
135,65,65,7,1100,25,Urea
140,65,65,7,1100,25,Urea
145,65,65,7,1100,25,Urea
150,65,65,7,1100,25,Urea
120,70,70,7.5,1200,30,Urea
125,70,70,7.5,1200,30,Urea
130,70,70,7.5,1200,30,Urea
135,70,70,7.5,1200,30,Urea
140,70,70,7.5,1200,30,Urea
145,70,70,7.5,1200,30,Urea
150,70,70,7.5,1200,30,Urea
120,75,75,8,1000,35,Urea
125,75,75,8,1000,35,Urea
130,75,75,8,1000,35,Urea
135,75,75,8,1000,35,Urea
140,75,75,8,1000,35,Urea
145,75,75,8,1000,35,Urea
150,75,75,8,1000,35,Urea
120,80,80,8.5,1100,20,Urea
125,80,80,8.5,1100,20,Urea
130,80,80,8.5,1100,20,Urea
135,80,80,8.5,1100,20,Urea
140,80,80,8.5,1100,20,Urea
145,80,80,8.5,1100,20,Urea
150,80,80,8.5,1100,20,DAP
120,60,65,6.5,1200,25,DAP
125,60,65,6.5,1200,25,DAP
130,60,65,6.5,1200,25,DAP
135,60,65,6.5,1200,25,DAP
140,60,65,6.5,1200,25,DAP
145,60,65,6.5,1200,25,DAP
150,60,65,6.5,1200,25,DAP
120,65,70,7,1000,30,DAP
125,65,70,7,1000,30,DAP
130,65,70,7,1000,30,DAP
135,65,70,7,1000,30,DAP
140,65,70,7,1000,30,DAP
145,65,70,7,1000,30,DAP
150,65,70,7,1000,30,DAP
120,70,75,7.5,1100,35,DAP
125,70,75,7.5,1100,35,DAP
130,70,75,7.5,1100,35,DAP
135,70,75,7.5,1100,35,DAP
140,70,75,7.5,1100,35,DAP
145,70,75,7.5,1100,35,DAP
150,70,75,7.5,1100,35,DAP
120,75,80,8,1200,20,DAP
125,75,80,8,1200,20,DAP
130,75,80,8,1200,20,DAP
135,75,80,8,1200,20,DAP
140,75,80,8,1200,20,DAP
145,75,80,8,1200,20,DAP
150,75,80,8,1200,20,DAP
120,80,60,8.5,1000,25,DAP
125,80,60,8.5,1000,25,DAP
130,80,60,8.5,1000,25,DAP
135,80,60,8.5,1000,25,DAP
140,80,60,8.5,1000,25,DAP
145,80,60,8.5,1000,25,DAP
150,80,60,8.5,1000,25,DAP
120,60,70,6.5,1100,30,MOP
125,60,70,6.5,1100,30,MOP
130,60,70,6.5,1100,30,MOP
135,60,70,6.5,1100,30,MOP
140,60,70,6.5,1100,30,MOP
145,60,70,6.5,1100,30,MOP
150,60,70,6.5,1100,30,MOP
120,65,75,7,1200,35,MOP
125,65,75,7,1200,35,MOP
130,65,75,7,1200,35,MOP
135,65,75,7,1200,35,MOP
140,65,75,7,1200,35,MOP
145,65,75,7,1200,35,MOP
150,65,75,7,1200,35,MOP
120,70,80,7.5,1000,20,MOP
125,70,80,7.5,1000,20,MOP
130,70,80,7.5,1000,20,MOP
135,70,80,7.5,1000,20,MOP
140,70,80,7.5,1000,20,MOP
145,70,80,7.5,1000,20,MOP
150,70,80,7.5,1000,20,MOP
120,75,60,8,1100,25,MOP
125,75,60,8,1100,25,MOP
130,75,60,8,1100,25,MOP
135,75,60,8,1100,25,MOP
140,75,60,8,1100,25,MOP
145,75,60,8,1100,25,MOP
150,75,60,8,1100,25,MOP
120,80,65,8.5,1200,30,MOP
125,80,65,8.5,1200,30,MOP
130,80,65,8.5,1200,30,MOP
135,80,65,8.5,1200,30,MOP
140,80,65,8.5,1200,30,MOP
145,80,65,8.5,1200,30,MOP
150,80,65,8.5,1200,30,MOP
120,60,75,6.5,1000,35,MOP
125,60,75,6.5,1000,35,MOP
130,60,75,6.5,1000,35,MOP
135,60,75,6.5,1000,35,MOP
140,60,75,6.5,1000,35,MOP
145,60,75,6.5,1000,35,MOP
150,60,75,6.5,1000,35,MOP
120,65,80,7,1100,20,MOP
125,65,80,7,1100,20,MOP
130,65,80,7,1100,20,MOP
135,65,80,7,1100,20,MOP
140,65,80,7,1100,20,MOP
145,65,80,7,1100,20,MOP
150,65,80,7,1100,20,MOP
120,70,60,7.5,1200,25,MOP
125,70,60,7.5,1200,25,MOP
130,70,60,7.5,1200,25,MOP
135,70,60,7.5,1200,25,MOP
140,70,60,7.5,1200,25,MOP
145,70,60,7.5,1200,25,MOP
150,70,60,7.5,1200,25,MOP
120,75,65,8,1000,30,MOP
125,75,65,8,1000,30,MOP
130,75,65,8,1000,30,MOP
135,75,65,8,1000,30,MOP
140,75,65,8,1000,30,MOP
145,75,65,8,1000,30,MOP
150,75,65,8,1000,30,MOP
120,80,70,8.5,1100,35,MOP
125,80,70,8.5,1100,35,MOP
130,80,70,8.5,1100,35,MOP
135,80,70,8.5,1100,35,MOP
140,80,70,8.5,1100,35,MOP
145,80,70,8.5,1100,35,MOP
150,80,70,8.5,1100,35,MOP
120,60,80,6.5,1200,20,MOP
125,60,80,6.5,1200,20,MOP
130,60,80,6.5,1200,20,MOP
135,60,80,6.5,1200,20,MOP
140,60,80,6.5,1200,20,MOP
145,60,80,6.5,1200,20,MOP
150,60,80,6.5,1200,20,MOP
120,65,60,7,1000,25,MOP
125,65,60,7,1000,25,MOP
130,65,60,7,1000,25,MOP
135,65,60,7,1000,25,MOP
140,65,60,7,1000,25,MOP
145,65,60,7,1000,25,MOP
150,65,60,7,1000,25,MOP
120,70,65,7.5,1100,30,MOP
125,70,65,7.5,1100,30,MOP
130,70,65,7.5,1100,30,MOP
135,70,65,7.5,1100,30,MOP
140,70,65,7.5,1100,30,MOP
145,70,65,7.5,1100,30,MOP
150,70,65,7.5,1100,30,MOP
120,75,70,8,1200,35,MOP
125,75,70,8,1200,35,MOP
130,75,70,8,1200,35,MOP
135,75,70,8,1200,35,MOP
140,75,70,8,1200,35,MOP
145,75,70,8,1200,35,MOP
150,75,70,8,1200,35,MOP
120,80,75,8.5,1000,20,MOP
125,80,75,8.5,1000,20,MOP
130,80,75,8.5,1000,20,MOP
135,80,75,8.5,1000,20,MOP
140,80,75,8.5,1000,20,MOP
145,80,75,8.5,1000,20,MOP
150,80,75,8.5,1000,20,MOP
20,40,20,6,600,25,Chilated Micronutrient
25,40,20,6,600,25,Chilated Micronutrient
30,40,20,6,600,25,Chilated Micronutrient
20,45,25,6.5,700,30,Chilated Micronutrient
25,45,25,6.5,700,30,Chilated Micronutrient
30,45,25,6.5,700,30,Chilated Micronutrient
20,50,30,7,800,25,Chilated Micronutrient
25,50,30,7,800,25,Chilated Micronutrient
30,50,30,7,800,25,Chilated Micronutrient
20,55,35,7.5,600,30,Chilated Micronutrient
25,55,35,7.5,600,30,Chilated Micronutrient
30,55,35,7.5,600,30,Chilated Micronutrient
20,60,40,6,700,25,Chilated Micronutrient
25,60,40,6,700,25,Chilated Micronutrient
30,60,40,6,700,25,Chilated Micronutrient
20,40,25,6.5,800,30,SSP
25,40,25,6.5,800,30,SSP
30,40,25,6.5,800,30,SSP
20,45,30,7,600,25,SSP
25,45,30,7,600,25,SSP
30,45,30,7,600,25,SSP
20,50,35,7.5,700,30,SSP
25,50,35,7.5,700,30,SSP
30,50,35,7.5,700,30,SSP
20,55,40,6.5,800,25,SSP
25,55,40,6.5,800,25,SSP
30,55,40,6.5,800,25,SSP
20,60,20,7,600,30,SSP
25,60,20,7,600,30,SSP
30,60,20,7,600,30,SSP
20,40,30,7.5,700,25,Chilated Micronutrient
25,40,30,7.5,700,25,Chilated Micronutrient
30,40,30,7.5,700,25,Chilated Micronutrient
20,45,35,6,800,30,Chilated Micronutrient
25,45,35,6,800,30,Chilated Micronutrient
30,45,35,6,800,30,Chilated Micronutrient
20,50,40,7,600,25,Chilated Micronutrient
25,50,40,7,600,25,Chilated Micronutrient
30,50,40,7,600,25,Chilated Micronutrient
20,55,20,7.5,700,30,Chilated Micronutrient
25,55,20,7.5,700,30,Chilated Micronutrient
30,55,20,7.5,700,30,Chilated Micronutrient
20,60,25,6,800,25,Chilated Micronutrient
25,60,25,6,800,25,Chilated Micronutrient
30,60,25,6,800,25,Chilated Micronutrient
20,40,35,6.5,600,30,SSP
25,40,35,6.5,600,30,SSP
30,40,35,6.5,600,30,SSP
20,45,40,7.5,700,25,SSP
25,45,40,7.5,700,25,SSP
30,45,40,7.5,700,25,SSP
20,50,20,6,800,30,SSP
25,50,20,6,800,30,SSP
30,50,20,6,800,30,SSP
20,55,25,6.5,600,25,SSP
25,55,25,6.5,600,25,SSP
30,55,25,6.5,600,25,SSP
20,60,30,7,700,30,SSP
25,60,30,7,700,30,SSP
30,60,30,7,700,30,SSP
20,40,40,6,800,25,Chilated Micronutrient
25,40,40,6,800,25,Chilated Micronutrient
30,40,40,6,800,25,Chilated Micronutrient
20,45,20,6.5,600,30,Chilated Micronutrient
25,45,20,6.5,600,30,Chilated Micronutrient
30,45,20,6.5,600,30,Chilated Micronutrient
20,50,25,7.5,700,25,Chilated Micronutrient
25,50,25,7.5,700,25,Chilated Micronutrient
30,50,25,7.5,700,25,Chilated Micronutrient
20,55,30,6,800,30,Chilated Micronutrient
25,55,30,6,800,30,Chilated Micronutrient
30,55,30,6,800,30,Chilated Micronutrient
20,60,35,6.5,600,20,Chilated Micronutrient
25,60,35,6.5,600,20,Chilated Micronutrient
30,60,35,6.5,600,20,Chilated Micronutrient
40,30,20,6,300,20,Urea
45,30,20,6,300,20,Urea
50,30,20,6,300,20,Urea
55,30,20,6,300,20,Urea
60,30,20,6,300,20,Urea
40,35,25,6.5,400,25,Urea
45,35,25,6.5,400,25,Urea
50,35,25,6.5,400,25,Urea
55,35,25,6.5,400,25,Urea
60,35,25,6.5,400,25,Urea
40,40,30,7,300,30,Urea
45,40,30,7,300,30,Urea
50,40,30,7,300,30,Urea
55,40,30,7,300,30,Urea
60,40,30,7,300,30,Urea
40,30,25,6,400,20,20:20:20 NPK
45,30,25,6,400,20,20:20:20 NPK
50,30,25,6,400,20,20:20:20 NPK
55,30,25,6,400,20,20:20:20 NPK
60,30,25,6,400,20,20:20:20 NPK
40,35,30,6.5,300,25,20:20:20 NPK
45,35,30,6.5,300,25,20:20:20 NPK
50,35,30,6.5,300,25,20:20:20 NPK
55,35,30,6.5,300,25,20:20:20 NPK
60,35,30,6.5,300,25,20:20:20 NPK
40,40,20,7,400,30,20:20:20 NPK
45,40,20,7,400,30,20:20:20 NPK
50,40,20,7,400,30,20:20:20 NPK
55,40,20,7,400,30,20:20:20 NPK
60,40,20,7,400,30,20:20:20 NPK
40,30,30,6,300,20,SSP
45,30,30,6,300,20,SSP
50,30,30,6,300,20,SSP
55,30,30,6,300,20,SSP
60,30,30,6,300,20,SSP
40,35,20,6.5,400,25,SSP
45,35,20,6.5,400,25,SSP
50,35,20,6.5,400,25,SSP
55,35,20,6.5,400,25,SSP
60,35,20,6.5,400,25,SSP
40,40,25,7,300,30,SSP
45,40,25,7,300,30,SSP
50,40,25,7,300,30,SSP
55,40,25,7,300,30,SSP
60,40,25,7,300,30,SSP
20,40,20,6,700,25,DAP
25,40,20,6,700,25,DAP
30,40,20,6,700,25,DAP
20,45,25,6.5,800,30,DAP
25,45,25,6.5,800,30,DAP
30,45,25,6.5,800,30,DAP
20,50,30,7,700,35,DAP
25,50,30,7,700,35,DAP
30,50,30,7,700,35,DAP
20,40,25,6,800,25,MOP
25,40,25,6,800,25,MOP
30,40,25,6,800,25,MOP
20,45,30,6.5,700,30,MOP
25,45,30,6.5,700,30,MOP
30,45,30,6.5,700,30,MOP
20,50,20,7,800,35,MOP
25,50,20,7,800,35,MOP
30,50,20,7,800,35,MOP
20,40,30,6,700,25,DAP
25,40,30,6,700,25,DAP
30,40,30,6,700,25,DAP
20,45,20,6.5,800,30,DAP
25,45,20,6.5,800,30,DAP
30,45,20,6.5,800,30,DAP
20,50,25,7,700,35,DAP
25,50,25,7,700,35,DAP
30,50,25,7,700,35,DAP
30,20,20,6,500,25,Urea
35,20,20,6,500,25,Urea
40,20,20,6,500,25,Urea
30,25,25,6.5,600,30,Urea
35,25,25,6.5,600,30,Urea
40,25,25,6.5,600,30,Urea
30,30,20,7,500,35,Urea
35,30,20,7,500,35,Urea
40,30,20,7,500,35,Urea
30,20,25,6,600,25,MOP
35,20,25,6,600,25,MOP
40,20,25,6,600,25,MOP
30,25,20,6.5,500,30,MOP
35,25,20,6.5,500,30,MOP
40,25,20,6.5,500,30,MOP
30,30,25,7,600,35,MOP
35,30,25,7,600,35,MOP
40,30,25,7,600,35,MOP
60,30,20,6.5,400,25,Urea
65,30,20,6.5,400,25,Urea
70,30,20,6.5,400,25,Urea
75,30,20,6.5,400,25,Urea
80,30,20,6.5,400,25,Urea
60,35,25,7,500,30,Urea
65,35,25,7,500,30,Urea
70,35,25,7,500,30,Urea
75,35,25,7,500,30,Urea
80,35,25,7,500,30,Urea
60,40,30,7.5,600,25,Urea
65,40,30,7.5,600,25,Urea
70,40,30,7.5,600,25,Urea
75,40,30,7.5,600,25,Urea
80,40,30,7.5,600,25,Urea
60,30,25,6.5,400,30,SSP
65,30,25,6.5,400,30,SSP
70,30,25,6.5,400,30,SSP
75,30,25,6.5,400,30,SSP
80,30,25,6.5,400,30,SSP
60,35,30,7,500,25,SSP
65,35,30,7,500,25,SSP
70,35,30,7,500,25,SSP
75,35,30,7,500,25,SSP
80,35,30,7,500,25,SSP
60,40,20,7.5,600,30,SSP
65,40,20,7.5,600,30,SSP
70,40,20,7.5,600,30,SSP
75,40,20,7.5,600,30,SSP
80,40,20,7.5,600,30,SSP
60,30,30,6.5,400,25,DAP
65,30,30,6.5,400,25,DAP
70,30,30,6.5,400,25,DAP
75,30,30,6.5,400,25,DAP
80,30,30,6.5,400,25,DAP
60,35,20,7,500,30,DAP
65,35,20,7,500,30,DAP
70,35,20,7,500,30,DAP
75,35,20,7,500,30,DAP
80,35,20,7,500,30,DAP
60,40,25,7.5,600,25,DAP
65,40,25,7.5,600,25,DAP
70,40,25,7.5,600,25,DAP
75,40,25,7.5,600,25,DAP
80,40,25,7.5,600,25,DAP
60,30,20,6,500,25,MOP
65,30,20,6,500,25,MOP
70,30,20,6,500,25,MOP
75,30,20,6,500,25,MOP
80,30,20,6,500,25,MOP
60,35,25,6.5,600,30,MOP
65,35,25,6.5,600,30,MOP
70,35,25,6.5,600,30,MOP
75,35,25,6.5,600,30,MOP
80,35,25,6.5,600,30,MOP
60,40,30,7,700,35,MOP
65,40,30,7,700,35,MOP
70,40,30,7,700,35,MOP
75,40,30,7,700,35,MOP
80,40,30,7,700,35,MOP
60,30,25,6,500,25,Urea
65,30,25,6,500,25,Urea
70,30,25,6,500,25,Urea
75,30,25,6,500,25,Urea
80,30,25,6,500,25,Urea
60,35,30,6.5,600,30,Urea
65,35,30,6.5,600,30,Urea
70,35,30,6.5,600,30,Urea
75,35,30,6.5,600,30,Urea
80,35,30,6.5,600,30,Urea
60,40,20,7,700,35,Urea
65,40,20,7,700,35,Urea
70,40,20,7,700,35,Urea
75,40,20,7,700,35,Urea
80,40,20,7,700,35,Urea
